Grade Level,Subject,TEK,STANDARD
High School,US History,15(A),describe how the economic impact of the Transcontinental Railroad and the Homestead Act contributed to the close of the frontier in the late 19th century
High School,US History,15(B),"describe the changing relationship between the federal government and private business, including the growth of free enterprise, costs and benefits of laissez-faire, Sherman Antitrust Act, Interstate Commerce Act, and Pure Food and Drug Act"
High School,US History,15(C),"explain how foreign policies affected economic issues such as the Chinese Exclusion Act of 1882, the Open Door Policy, Dollar Diplomacy, and immigration quotas; and"
High School,US History,15(D),"describe the economic effects of international military conflicts, including the Spanish-American War and World War I, on the United States"
High School,US History,16(A),"analyze causes of economic growth and prosperity in the 1920s, including Warren Harding's Return to Normalcy, reduced taxes, and increased production efficiencies"
High School,US History,16(B),"identify the causes of the Great Depression, including the impact of tariffs on world trade, stock market speculation, bank failures, and the monetary policy of the Federal Reserve System"
High School,US History,16(C),analyze the effects of the Great Depression on the U.S. economy and society such as widespread unemployment and deportation and repatriation of people of Mexican heritage
High School,US History,16(D),compare the New Deal policies and its opponents' approaches to resolving the economic effects of the Great Depression; and
High School,US History,16(E),"describe how various New Deal agencies and programs, including the Federal Deposit Insurance Corporation, the Securities and Exchange Commission, and the Social Security Administration, continue to affect the lives of U.S. citizens"
High School,US History,17(A),"describe the economic effects of World War II on the home front such as mobilization, the end of the Great Depression, rationing, and increased opportunity for women and minority employment"
High School,US History,17(B),"identify the causes of prosperity in the 1950s, including the Baby Boom and the impact of the GI Bill (Servicemen's Readjustment Act of 1944), and the effects of prosperity in the 1950s such as increased consumption and the growth of agriculture and business"
High School,US History,17(C),describe the economic impact of defense spending on the business cycle and education priorities from 1945 to the 1990s
High School,US History,17(D),"identify the actions and outcomes of government policies intended to create economic opportunities for citizens such as the Great Society, affirmative action, and Title IX; and"
High School,US History,17(E),"describe the dynamic relationship between U.S. international trade policies and the U.S. free enterprise system such as the Organization of Petroleum Exporting Countries (OPEC) oil embargo, the General Agreement on Tariffs and Trade (GATT), and the North American Free Trade Agreement (NAFTA)"
